subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS
0,0,[],0,0,0,0
1,24728,[2],519,519,134421,134421
3,163262,"[2, 3, 4]",1195,582,155054,169071
2,64728,"[2, 3]",862,554,145796,153181
2,123262,"[2, 4]",852,557,146334,154846
1,40000,[3],343,343,58653,58653
2,134978,"[2, 1]",1075,579,165951,167331
1,273000,[0],671,671,224785,224785
2,297728,"[2, 0]",1190,688,233455,236328
3,174978,"[2, 3, 1]",1418,609,175806,185136
1,98534,[4],333,333,55278,55278
3,233512,"[2, 4, 1]",1408,606,174630,183315
3,396262,"[2, 4, 0]",1523,714,241834,254541
3,337728,"[2, 3, 0]",1533,717,243003,256686
3,407978,"[2, 1, 0]",1746,704,242655,247456
1,110250,[1],556,556,154290,154290
4,273512,"[2, 3, 4, 1]",1751,629,182604,197506
2,150250,"[3, 1]",899,592,165972,174936
4,436262,"[2, 3, 4, 0]",1866,735,249242,269745
2,371534,"[4, 0]",1004,703,234913,246753
2,208784,"[4, 1]",889,589,164718,173166
3,248784,"[3, 4, 1]",1232,614,173485,188191
2,383250,"[1, 0]",1227,697,238890,242556
3,423250,"[3, 1, 0]",1570,726,248444,263175
4,447978,"[2, 3, 1, 0]",2089,731,251580,266815
2,138534,"[3, 4]",676,405,77346,81810
4,506512,"[2, 4, 1, 0]",2079,727,250108,263901
2,313000,"[3, 0]",1014,706,236160,248865
3,481784,"[4, 1, 0]",1560,722,246946,260281
3,411534,"[3, 4, 0]",1347,726,243114,263175
4,521784,"[3, 4, 1, 0]",1903,743,254356,275653
5,546512,"[2, 3, 4, 1, 0]",2422,748,257412,279378
