subset_size,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
0,[],0,0,0,0,0.0,0.0,0.0,0.0
1,[0],31,31,465,465,0.15346534653465346,0.5535714285714286,0.41480820695807313,0.30194805194805197
1,[1],26,26,325,325,0.12871287128712872,0.4642857142857143,0.28991971454058874,0.21103896103896103
1,[2],26,26,325,325,0.12871287128712872,0.4642857142857143,0.28991971454058874,0.21103896103896103
1,[3],19,19,171,171,0.09405940594059406,0.3392857142857143,0.15254237288135594,0.11103896103896103
1,[4],21,21,210,210,0.10396039603960396,0.375,0.1873327386262266,0.13636363636363635
1,[5],11,11,55,55,0.054455445544554455,0.19642857142857142,0.04906333630686887,0.03571428571428571
1,[6],21,21,210,210,0.10396039603960396,0.375,0.1873327386262266,0.13636363636363635
1,[7],18,18,153,153,0.0891089108910891,0.32142857142857145,0.13648528099910795,0.09935064935064936
1,[8],14,14,91,91,0.06930693069306931,0.25,0.08117752007136485,0.05909090909090909
1,[9],15,15,105,105,0.07425742574257425,0.26785714285714285,0.0936663693131133,0.06818181818181818
2,"[0, 1]",57,42,685,861,0.28217821782178215,0.75,0.6110615521855486,0.5590909090909091
2,"[0, 2]",57,41,670,820,0.28217821782178215,0.7321428571428571,0.5976806422836753,0.5324675324675324
2,"[0, 3]",50,40,591,780,0.24752475247524752,0.7142857142857143,0.5272078501338091,0.5064935064935064
2,"[0, 4]",52,40,609,780,0.25742574257425743,0.7142857142857143,0.5432649420160571,0.5064935064935064
2,"[0, 5]",42,37,510,666,0.2079207920792079,0.6607142857142857,0.45495093666369313,0.43246753246753245
2,"[0, 6]",52,38,584,703,0.25742574257425743,0.6785714285714286,0.5209634255129348,0.4564935064935065
2,"[0, 7]",49,37,552,666,0.24257425742574257,0.6607142857142857,0.49241748438893845,0.43246753246753245
2,"[0, 8]",45,36,520,630,0.22277227722772278,0.6428571428571429,0.463871543264942,0.4090909090909091
2,"[0, 9]",46,39,549,741,0.22772277227722773,0.6964285714285714,0.4897413024085638,0.4811688311688312
2,"[1, 2]",52,39,572,741,0.25742574257425743,0.6964285714285714,0.5102586975914363,0.4811688311688312
2,"[1, 3]",45,37,468,666,0.22277227722772278,0.6607142857142857,0.4174843889384478,0.43246753246753245
2,"[1, 4]",47,35,469,595,0.23267326732673269,0.625,0.41837644959857273,0.38636363636363635
2,"[1, 5]",37,31,365,465,0.18316831683168316,0.5535714285714286,0.3256021409455843,0.30194805194805197
2,"[1, 6]",47,37,490,666,0.23267326732673269,0.6607142857142857,0.43710972346119537,0.43246753246753245
2,"[1, 7]",44,38,463,703,0.21782178217821782,0.6785714285714286,0.4130240856378234,0.4564935064935065
2,"[1, 8]",40,31,380,465,0.19801980198019803,0.5535714285714286,0.3389830508474576,0.30194805194805197
2,"[1, 9]",41,34,409,561,0.20297029702970298,0.6071428571428571,0.3648528099910794,0.36428571428571427
2,"[2, 3]",45,39,481,741,0.22277227722772278,0.6964285714285714,0.42908117752007136,0.4811688311688312
2,"[2, 4]",47,36,480,630,0.23267326732673269,0.6428571428571429,0.4281891168599465,0.4090909090909091
2,"[2, 5]",37,31,365,465,0.18316831683168316,0.5535714285714286,0.3256021409455843,0.30194805194805197
2,"[2, 6]",47,37,490,666,0.23267326732673269,0.6607142857142857,0.43710972346119537,0.43246753246753245
2,"[2, 7]",44,37,457,666,0.21782178217821782,0.6607142857142857,0.40767172167707405,0.43246753246753245
2,"[2, 8]",40,33,395,528,0.19801980198019803,0.5892857142857143,0.35236396074933096,0.34285714285714286
2,"[2, 9]",41,33,402,528,0.20297029702970298,0.5892857142857143,0.3586083853702052,0.34285714285714286
2,"[3, 4]",40,32,353,496,0.19801980198019803,0.5714285714285714,0.31489741302408564,0.3220779220779221
2,"[3, 5]",30,23,205,253,0.1485148514851485,0.4107142857142857,0.18287243532560213,0.16428571428571428
2,"[3, 6]",40,31,345,465,0.19801980198019803,0.5535714285714286,0.30776092774308655,0.30194805194805197
2,"[3, 7]",37,27,279,351,0.18316831683168316,0.48214285714285715,0.2488849241748439,0.22792207792207791
2,"[3, 8]",33,28,252,378,0.16336633663366337,0.5,0.2247992863514719,0.24545454545454545
2,"[3, 9]",34,27,255,351,0.16831683168316833,0.48214285714285715,0.22747546833184656,0.22792207792207791
2,"[4, 5]",32,29,262,406,0.15841584158415842,0.5178571428571429,0.23371989295272078,0.2636363636363636
2,"[4, 6]",42,33,384,528,0.2079207920792079,0.5892857142857143,0.34255129348795715,0.34285714285714286
2,"[4, 7]",39,30,327,435,0.19306930693069307,0.5357142857142857,0.29170383586083853,0.2824675324675325
2,"[4, 8]",35,29,286,406,0.17326732673267325,0.5178571428571429,0.25512934879571814,0.2636363636363636
2,"[4, 9]",36,31,305,465,0.1782178217821782,0.5535714285714286,0.272078501338091,0.30194805194805197
2,"[5, 6]",32,27,255,351,0.15841584158415842,0.48214285714285715,0.22747546833184656,0.22792207792207791
2,"[5, 7]",29,24,198,276,0.14356435643564355,0.42857142857142855,0.17662801070472792,0.17922077922077922
2,"[5, 8]",25,23,145,253,0.12376237623762376,0.4107142857142857,0.12934879571810884,0.16428571428571428
2,"[5, 9]",26,23,157,253,0.12871287128712872,0.4107142857142857,0.1400535236396075,0.16428571428571428
2,"[6, 7]",39,28,308,378,0.19306930693069307,0.5,0.27475468331846564,0.24545454545454545
2,"[6, 8]",35,31,295,465,0.17326732673267325,0.5535714285714286,0.2631578947368421,0.30194805194805197
2,"[6, 9]",36,29,294,406,0.1782178217821782,0.5178571428571429,0.2622658340767172,0.2636363636363636
2,"[7, 8]",32,28,238,378,0.15841584158415842,0.5,0.21231043710972347,0.24545454545454545
2,"[7, 9]",33,29,252,406,0.16336633663366337,0.5178571428571429,0.2247992863514719,0.2636363636363636
2,"[8, 9]",29,25,190,300,0.14356435643564355,0.44642857142857145,0.1694915254237288,0.19480519480519481
3,"[0, 1, 2]",83,47,840,1081,0.41089108910891087,0.8392857142857143,0.7493309545049064,0.701948051948052
3,"[0, 1, 3]",76,48,793,1128,0.37623762376237624,0.8571428571428571,0.7074041034790366,0.7324675324675325
3,"[0, 1, 4]",78,46,784,1035,0.38613861386138615,0.8214285714285714,0.6993755575379126,0.672077922077922
3,"[0, 1, 5]",68,44,716,946,0.33663366336633666,0.7857142857142857,0.6387154326494202,0.6142857142857143
3,"[0, 1, 6]",78,47,787,1081,0.38613861386138615,0.8392857142857143,0.7020517395182873,0.701948051948052
3,"[0, 1, 7]",75,47,767,1081,0.3712871287128713,0.8392857142857143,0.6842105263157895,0.701948051948052
3,"[0, 1, 8]",71,43,714,903,0.35148514851485146,0.7678571428571429,0.6369313113291704,0.5863636363636363
3,"[0, 1, 9]",72,46,751,1035,0.3564356435643564,0.8214285714285714,0.6699375557537912,0.672077922077922
3,"[0, 2, 3]",76,47,784,1081,0.37623762376237624,0.8392857142857143,0.6993755575379126,0.701948051948052
3,"[0, 2, 4]",78,47,787,1081,0.38613861386138615,0.8392857142857143,0.7020517395182873,0.701948051948052
3,"[0, 2, 5]",68,44,703,946,0.33663366336633666,0.7857142857142857,0.6271186440677966,0.6142857142857143
3,"[0, 2, 6]",78,46,772,1035,0.38613861386138615,0.8214285714285714,0.6886708296164139,0.672077922077922
3,"[0, 2, 7]",75,46,751,1035,0.3712871287128713,0.8214285714285714,0.6699375557537912,0.672077922077922
3,"[0, 2, 8]",71,42,707,861,0.35148514851485146,0.75,0.6306868867082962,0.5590909090909091
3,"[0, 2, 9]",72,45,732,990,0.3564356435643564,0.8035714285714286,0.6529884032114184,0.6428571428571429
3,"[0, 3, 4]",71,44,710,946,0.35148514851485146,0.7857142857142857,0.6333630686886709,0.6142857142857143
3,"[0, 3, 5]",61,41,616,820,0.30198019801980197,0.7321428571428571,0.5495093666369313,0.5324675324675324
3,"[0, 3, 6]",71,42,680,861,0.35148514851485146,0.75,0.6066012488849242,0.5590909090909091
3,"[0, 3, 7]",68,41,643,820,0.33663366336633666,0.7321428571428571,0.5735950044603033,0.5324675324675324
3,"[0, 3, 8]",64,44,642,946,0.31683168316831684,0.7857142857142857,0.5727029438001784,0.6142857142857143
3,"[0, 3, 9]",65,45,660,990,0.3217821782178218,0.8035714285714286,0.5887600356824264,0.6428571428571429
3,"[0, 4, 5]",63,43,651,903,0.3118811881188119,0.7678571428571429,0.5807314897413024,0.5863636363636363
3,"[0, 4, 6]",73,43,702,903,0.3613861386138614,0.7678571428571429,0.6262265834076717,0.5863636363636363
3,"[0, 4, 7]",70,43,675,903,0.3465346534653465,0.7678571428571429,0.6021409455842998,0.5863636363636363
3,"[0, 4, 8]",66,44,659,946,0.32673267326732675,0.7857142857142857,0.5878679750223015,0.6142857142857143
3,"[0, 4, 9]",67,44,683,946,0.3316831683168317,0.7857142857142857,0.6092774308652988,0.6142857142857143
3,"[0, 5, 6]",63,41,620,820,0.3118811881188119,0.7321428571428571,0.5530776092774309,0.5324675324675324
3,"[0, 5, 7]",60,40,588,780,0.297029702970297,0.7142857142857143,0.5245316681534344,0.5064935064935064
3,"[0, 5, 8]",56,41,564,820,0.27722772277227725,0.7321428571428571,0.5031222123104371,0.5324675324675324
3,"[0, 5, 9]",57,43,591,903,0.28217821782178215,0.7678571428571429,0.5272078501338091,0.5863636363636363
3,"[0, 6, 7]",70,40,637,780,0.3465346534653465,0.7142857142857143,0.568242640499554,0.5064935064935064
3,"[0, 6, 8]",66,43,639,903,0.32673267326732675,0.7678571428571429,0.5700267618198037,0.5863636363636363
3,"[0, 6, 9]",67,42,650,861,0.3316831683168317,0.75,0.5798394290811775,0.5590909090909091
3,"[0, 7, 8]",63,42,607,861,0.3118811881188119,0.75,0.5414808206958073,0.5590909090909091
3,"[0, 7, 9]",64,42,630,861,0.31683168316831684,0.75,0.5619982158786797,0.5590909090909091
3,"[0, 8, 9]",60,41,598,820,0.297029702970297,0.7321428571428571,0.5334522747546833,0.5324675324675324
3,"[1, 2, 3]",71,46,701,1035,0.35148514851485146,0.8214285714285714,0.6253345227475469,0.672077922077922
3,"[1, 2, 4]",73,43,676,903,0.3613861386138614,0.7678571428571429,0.6030330062444246,0.5863636363636363
3,"[1, 2, 5]",63,41,600,820,0.3118811881188119,0.7321428571428571,0.5352363960749331,0.5324675324675324
3,"[1, 2, 6]",73,45,702,990,0.3613861386138614,0.8035714285714286,0.6262265834076717,0.6428571428571429
3,"[1, 2, 7]",70,45,689,990,0.3465346534653465,0.8035714285714286,0.6146297948260482,0.6428571428571429
3,"[1, 2, 8]",66,42,616,861,0.32673267326732675,0.75,0.5495093666369313,0.5590909090909091
3,"[1, 2, 9]",67,45,643,990,0.3316831683168317,0.8035714285714286,0.5735950044603033,0.6428571428571429
3,"[1, 3, 4]",66,43,594,903,0.32673267326732675,0.7678571428571429,0.5298840321141838,0.5863636363636363
3,"[1, 3, 5]",56,38,490,703,0.27722772277227725,0.6785714285714286,0.43710972346119537,0.4564935064935065
3,"[1, 3, 6]",66,42,600,861,0.32673267326732675,0.75,0.5352363960749331,0.5590909090909091
3,"[1, 3, 7]",63,42,564,861,0.3118811881188119,0.75,0.5031222123104371,0.5590909090909091
3,"[1, 3, 8]",59,38,513,703,0.29207920792079206,0.6785714285714286,0.4576271186440678,0.4564935064935065
3,"[1, 3, 9]",60,40,532,780,0.297029702970297,0.7142857142857143,0.4745762711864407,0.5064935064935064
3,"[1, 4, 5]",58,40,509,780,0.2871287128712871,0.7142857142857143,0.45405887600356826,0.5064935064935064
3,"[1, 4, 6]",68,41,604,820,0.33663366336633666,0.7321428571428571,0.5388046387154326,0.5324675324675324
3,"[1, 4, 7]",65,41,574,820,0.3217821782178218,0.7321428571428571,0.512042818911686,0.5324675324675324
3,"[1, 4, 8]",61,39,519,741,0.30198019801980197,0.6964285714285714,0.46297948260481714,0.4811688311688312
3,"[1, 4, 9]",62,41,546,820,0.3069306930693069,0.7321428571428571,0.4870651204281891,0.5324675324675324
3,"[1, 5, 6]",58,40,523,780,0.2871287128712871,0.7142857142857143,0.4665477252453167,0.5064935064935064
3,"[1, 5, 7]",55,40,494,780,0.2722772277227723,0.7142857142857143,0.4406779661016949,0.5064935064935064
3,"[1, 5, 8]",51,35,419,595,0.2524752475247525,0.625,0.37377341659232827,0.38636363636363635
3,"[1, 5, 9]",52,37,446,666,0.25742574257425743,0.6607142857142857,0.39785905441570024,0.43246753246753245
3,"[1, 6, 7]",65,41,576,820,0.3217821782178218,0.7321428571428571,0.5138269402319358,0.5324675324675324
3,"[1, 6, 8]",61,40,540,780,0.30198019801980197,0.7142857142857143,0.4817127564674398,0.5064935064935064
3,"[1, 6, 9]",62,40,554,780,0.3069306930693069,0.7142857142857143,0.49420160570918825,0.5064935064935064
3,"[1, 7, 8]",58,40,512,780,0.2871287128712871,0.7142857142857143,0.4567350579839429,0.5064935064935064
3,"[1, 7, 9]",59,42,541,861,0.29207920792079206,0.75,0.4826048171275647,0.5590909090909091
3,"[1, 8, 9]",55,38,461,703,0.2722772277227723,0.6785714285714286,0.4112399643175736,0.4564935064935065
3,"[2, 3, 4]",66,43,609,903,0.32673267326732675,0.7678571428571429,0.5432649420160571,0.5863636363636363
3,"[2, 3, 5]",56,40,503,780,0.27722772277227725,0.7142857142857143,0.4487065120428189,0.5064935064935064
3,"[2, 3, 6]",66,42,610,861,0.32673267326732675,0.75,0.544157002676182,0.5590909090909091
3,"[2, 3, 7]",63,42,569,861,0.3118811881188119,0.75,0.5075825156110616,0.5590909090909091
3,"[2, 3, 8]",59,42,541,861,0.29207920792079206,0.75,0.4826048171275647,0.5590909090909091
3,"[2, 3, 9]",60,41,538,820,0.297029702970297,0.7321428571428571,0.47992863514719003,0.5324675324675324
3,"[2, 4, 5]",58,39,517,741,0.2871287128712871,0.6964285714285714,0.46119536128456734,0.4811688311688312
3,"[2, 4, 6]",68,43,619,903,0.33663366336633666,0.7678571428571429,0.552185548617306,0.5863636363636363
3,"[2, 4, 7]",65,43,586,903,0.3217821782178218,0.7678571428571429,0.5227475468331847,0.5863636363636363
3,"[2, 4, 8]",61,40,538,780,0.30198019801980197,0.7142857142857143,0.47992863514719003,0.5064935064935064
3,"[2, 4, 9]",62,40,548,780,0.3069306930693069,0.7142857142857143,0.4888492417484389,0.5064935064935064
3,"[2, 5, 6]",58,39,521,741,0.2871287128712871,0.6964285714285714,0.4647636039250669,0.4811688311688312
3,"[2, 5, 7]",55,38,487,703,0.2722772277227723,0.6785714285714286,0.4344335414808207,0.4564935064935065
3,"[2, 5, 8]",51,37,434,666,0.2524752475247525,0.6607142857142857,0.3871543264942016,0.43246753246753245
3,"[2, 5, 9]",52,37,440,666,0.25742574257425743,0.6607142857142857,0.39250669045495096,0.43246753246753245
3,"[2, 6, 7]",65,41,573,820,0.3217821782178218,0.7321428571428571,0.5111507582515611,0.5324675324675324
3,"[2, 6, 8]",61,41,554,820,0.30198019801980197,0.7321428571428571,0.49420160570918825,0.5324675324675324
3,"[2, 6, 9]",62,40,549,780,0.3069306930693069,0.7142857142857143,0.4897413024085638,0.5064935064935064
3,"[2, 7, 8]",58,41,521,820,0.2871287128712871,0.7321428571428571,0.4647636039250669,0.5324675324675324
3,"[2, 7, 9]",59,41,528,820,0.29207920792079206,0.7321428571428571,0.47100802854594115,0.5324675324675324
3,"[2, 8, 9]",55,39,469,741,0.2722772277227723,0.6964285714285714,0.41837644959857273,0.4811688311688312
3,"[3, 4, 5]",51,36,387,630,0.2524752475247525,0.6428571428571429,0.3452274754683318,0.4090909090909091
3,"[3, 4, 6]",61,38,494,703,0.30198019801980197,0.6785714285714286,0.4406779661016949,0.4564935064935065
3,"[3, 4, 7]",58,35,431,595,0.2871287128712871,0.625,0.38447814451382695,0.38636363636363635
3,"[3, 4, 8]",54,36,419,630,0.26732673267326734,0.6428571428571429,0.37377341659232827,0.4090909090909091
3,"[3, 4, 9]",55,38,430,703,0.2722772277227723,0.6785714285714286,0.3835860838537021,0.4564935064935065
3,"[3, 5, 6]",51,33,372,528,0.2524752475247525,0.5892857142857143,0.33184656556645853,0.34285714285714286
3,"[3, 5, 7]",48,30,309,435,0.2376237623762376,0.5357142857142857,0.27564674397859057,0.2824675324675325
3,"[3, 5, 8]",44,31,285,465,0.21782178217821782,0.5535714285714286,0.2542372881355932,0.30194805194805197
3,"[3, 5, 9]",45,30,287,435,0.22277227722772278,0.5357142857142857,0.256021409455843,0.2824675324675325
3,"[3, 6, 7]",58,35,419,595,0.2871287128712871,0.625,0.37377341659232827,0.38636363636363635
3,"[3, 6, 8]",54,38,421,703,0.26732673267326734,0.6785714285714286,0.37555753791257807,0.4564935064935065
3,"[3, 6, 9]",55,36,414,630,0.2722772277227723,0.6428571428571429,0.36931311329170385,0.4090909090909091
3,"[3, 7, 8]",51,34,355,561,0.2524752475247525,0.6071428571428571,0.31668153434433544,0.36428571428571427
3,"[3, 7, 9]",52,34,360,561,0.25742574257425743,0.6071428571428571,0.32114183764495985,0.36428571428571427
3,"[3, 8, 9]",48,33,330,528,0.2376237623762376,0.5892857142857143,0.2943800178412132,0.34285714285714286
3,"[4, 5, 6]",53,37,426,666,0.2623762376237624,0.6607142857142857,0.3800178412132025,0.43246753246753245
3,"[4, 5, 7]",50,34,369,561,0.24752475247524752,0.6071428571428571,0.32917038358608386,0.36428571428571427
3,"[4, 5, 8]",46,35,337,595,0.22772277227722773,0.625,0.3006244424620874,0.38636363636363635
3,"[4, 5, 9]",47,36,354,630,0.23267326732673269,0.6428571428571429,0.3157894736842105,0.4090909090909091
3,"[4, 6, 7]",60,35,452,595,0.297029702970297,0.625,0.4032114183764496,0.38636363636363635
