subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS
0,0,[],0,0,0,0
1,5700,[9],67,67,2211,2211
2,17700,"[9, 7]",81,77,2296,2926
3,32700,"[9, 7, 6]",89,78,2303,3003
4,72700,"[9, 7, 6, 8]",91,79,2304,3081
5,117700,"[9, 7, 6, 8, 1]",198,181,7965,16290
6,177700,"[9, 7, 6, 8, 1, 4]",201,183,7968,16653
7,257700,"[9, 7, 6, 8, 1, 4, 3]",281,190,9026,17955
7,277700,"[9, 7, 6, 8, 1, 4, 2]",289,238,11451,28203
8,357700,"[9, 7, 6, 8, 1, 4, 3, 2]",369,241,12495,28920
7,377700,"[9, 7, 6, 8, 1, 4, 0]",390,270,21170,36315
7,377700,"[9, 7, 6, 8, 1, 4, 5]",265,224,9826,24976
6,197700,"[9, 7, 6, 8, 1, 3]",278,188,9023,17578
7,397700,"[9, 7, 6, 8, 1, 3, 0]",467,275,22036,37675
7,297700,"[9, 7, 6, 8, 1, 3, 2]",366,240,12492,28680
7,397700,"[9, 7, 6, 8, 1, 3, 5]",342,226,10863,25425
6,217700,"[9, 7, 6, 8, 1, 2]",286,237,11448,27966
6,317700,"[9, 7, 6, 8, 1, 0]",387,269,21167,36046
5,132700,"[9, 7, 6, 8, 4]",94,81,2307,3240
6,317700,"[9, 7, 6, 8, 1, 5]",262,222,9823,24531
6,212700,"[9, 7, 6, 8, 4, 3]",174,152,5445,11476
6,232700,"[9, 7, 6, 8, 4, 2]",182,140,5804,9730
7,312700,"[9, 7, 6, 8, 4, 3, 2]",262,207,8928,21321
6,332700,"[9, 7, 6, 8, 4, 0]",283,263,20069,34453
6,332700,"[9, 7, 6, 8, 4, 5]",158,125,4168,7750
5,152700,"[9, 7, 6, 8, 3]",171,150,5442,11175
5,272700,"[9, 7, 6, 8, 5]",155,123,4165,7503
6,252700,"[9, 7, 6, 8, 3, 2]",259,206,8925,21115
5,137700,"[9, 7, 6, 1, 4]",199,182,7967,16471
4,77700,"[9, 7, 6, 1]",196,180,7964,16110
6,217700,"[9, 7, 6, 1, 4, 3]",279,189,9025,17766
7,317700,"[9, 7, 6, 1, 4, 3, 2]",367,240,12494,28680
6,237700,"[9, 7, 6, 1, 4, 2]",287,237,11450,27966
6,337700,"[9, 7, 6, 1, 4, 5]",263,224,9825,24976
6,337700,"[9, 7, 6, 1, 4, 0]",388,270,21169,36315
5,272700,"[9, 7, 6, 8, 0]",280,262,20066,34191
5,157700,"[9, 7, 6, 1, 3]",276,187,9022,17391
6,257700,"[9, 7, 6, 1, 3, 2]",364,239,12491,28441
6,352700,"[9, 7, 6, 8, 3, 5]",235,190,7285,17955
6,372700,"[9, 7, 6, 8, 2, 0]",368,319,23560,50721
5,172700,"[9, 7, 6, 8, 2]",179,139,5801,9591
6,352700,"[9, 7, 6, 8, 3, 0]",360,270,21124,36315
6,372700,"[9, 7, 6, 8, 2, 5]",243,170,7431,14365
