subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
5,67700,"[6, 8, 10, 1, 4]",3252,1330,724139,883785,0.5119647355163728,0.7022175290390708,0.5732793836371236,0.4929989942382066
6,148180,"[6, 8, 10, 1, 4, 5]",4057,1347,758117,906531,0.6386964735516373,0.7111932418162619,0.6001787591675428,0.5056873235523975
7,346180,"[6, 8, 10, 1, 4, 5, 3]",4744,1375,791942,944625,0.7468513853904282,0.7259767687434002,0.6269570091327092,0.5269371792147025
8,546180,"[6, 8, 10, 1, 4, 5, 3, 11]",4840,1385,793355,958420,0.7619647355163728,0.7312565997888067,0.6280756393529836,0.534632400479508
8,546180,"[6, 8, 10, 1, 4, 5, 3, 12]",4836,1381,792983,952890,0.7613350125944585,0.7291446673706441,0.6277811379786439,0.5315476180514996
8,606180,"[6, 8, 10, 1, 4, 5, 3, 2]",5219,1423,827011,1011753,0.8216309823677582,0.7513199577613516,0.6547200970271194,0.5643829793643117
7,348180,"[6, 8, 10, 1, 4, 5, 11]",4153,1357,759577,920046,0.6538098236775819,0.7164730728616684,0.6013345978947902,0.5132263533018607
8,548180,"[6, 8, 10, 1, 4, 5, 11, 12]",4245,1365,760737,930930,0.6682934508816121,0.7206969376979937,0.6022529355136991,0.5192977406339478
8,608180,"[6, 8, 10, 1, 4, 5, 11, 2]",4628,1415,797971,1000405,0.7285894206549118,0.7470960929250264,0.6317299897399521,0.5580527603782289
7,348180,"[6, 8, 10, 1, 4, 5, 12]",4149,1355,759280,917335,0.6531801007556675,0.7154171066525871,0.6010994717975351,0.511714084737244
8,608180,"[6, 8, 10, 1, 4, 5, 12, 2]",4624,1413,797684,997578,0.7279596977329975,0.7460401267159451,0.6315027803463082,0.5564757839001133
7,408180,"[6, 8, 10, 1, 4, 5, 2]",4532,1405,796537,986310,0.7134760705289672,0.7418162618796198,0.630594734442094,0.5501901910612711
7,543180,"[6, 8, 10, 1, 4, 5, 9]",4487,1421,802186,1008910,0.7063916876574308,0.7502639915522703,0.6350668803121081,0.5627970776567479
6,265700,"[6, 8, 10, 1, 4, 3]",3939,1366,768019,932295,0.6201196473551638,0.7212249208025343,0.6080178790834357,0.520059174271241
7,465700,"[6, 8, 10, 1, 4, 3, 11]",4035,1376,769485,946000,0.6352329974811083,0.7265047518479408,0.6091784678328499,0.5277041911204008
8,665700,"[6, 8, 10, 1, 4, 3, 11, 12]",4127,1383,770597,955653,0.6497166246851386,0.7302006335797254,0.6100588052744246,0.5330888936118228
7,465700,"[6, 8, 10, 1, 4, 3, 12]",4031,1373,769131,941878,0.634603274559194,0.7249208025343189,0.6088982165250104,0.5254048288838276
7,525700,"[6, 8, 10, 1, 4, 3, 2]",4414,1415,804001,1000405,0.6948992443324937,0.7470960929250264,0.6365037620175561,0.5580527603782289
7,660700,"[6, 8, 10, 1, 4, 3, 9]",4369,1434,809010,1027461,0.6878148614609572,0.7571277719112989,0.640469238856448,0.5731453233750086
6,267700,"[6, 8, 10, 1, 4, 11]",3348,1340,725652,897130,0.5270780856423174,0.7074973600844773,0.5744771808935109,0.5004431934247835
7,467700,"[6, 8, 10, 1, 4, 11, 12]",3440,1349,726883,909226,0.5415617128463476,0.7122492080253432,0.5754517271080598,0.5071906668875661
7,527700,"[6, 8, 10, 1, 4, 11, 2]",3823,1401,765588,980700,0.6018576826196473,0.7397043294614573,0.6060933284355327,0.5470607824860223
7,662700,"[6, 8, 10, 1, 4, 11, 9]",3778,1416,771302,1001820,0.5947732997481109,0.747624076029567,0.6106169328790201,0.5588420853575475
6,267700,"[6, 8, 10, 1, 4, 12]",3344,1339,725373,895791,0.5264483627204031,0.7069693769799367,0.574256304862756,0.4996962632853435
7,527700,"[6, 8, 10, 1, 4, 12, 2]",3819,1400,765319,979300,0.601227959697733,0.7391763463569165,0.6058803691083892,0.5462798249093113
7,662700,"[6, 8, 10, 1, 4, 12, 9]",3774,1417,771135,1003236,0.5941435768261965,0.7481520591341078,0.6104847239287117,0.5596319681637065
6,327700,"[6, 8, 10, 1, 4, 2]",3727,1391,764101,966745,0.5867443324937027,0.7344244984160507,0.6049161146085349,0.5392763089267356
6,462700,"[6, 8, 10, 1, 4, 9]",3682,1411,770028,994755,0.5796599496221663,0.7449841605068638,0.6096083448389426,0.5549010387293597
5,123180,"[6, 8, 10, 1, 5]",3205,1313,697016,861328,0.5045654911838791,0.6932418162618796,0.5518069084322393,0.4804718768809223
6,321180,"[6, 8, 10, 1, 5, 3]",3892,1353,743826,914628,0.6127204030226701,0.7143611404435058,0.5888649980366575,0.5102040474799894
7,521180,"[6, 8, 10, 1, 5, 3, 11]",3988,1364,745411,929566,0.6278337531486146,0.720168954593453,0.5901197955590459,0.5185368648234953
7,521180,"[6, 8, 10, 1, 5, 3, 12]",3984,1362,745148,926841,0.6272040302267002,0.7191129883843717,0.5899115862540691,0.5170167866831114
7,581180,"[6, 8, 10, 1, 5, 3, 2]",4367,1413,784209,997578,0.6875,0.7460401267159451,0.6208350222301038,0.5564757839001133
6,323180,"[6, 8, 10, 1, 5, 11]",3301,1326,698706,878475,0.5196788413098237,0.7001055966209081,0.5531448313425462,0.49003693371511
7,523180,"[6, 8, 10, 1, 5, 11, 12]",3393,1339,700231,895791,0.5341624685138538,0.7069693769799367,0.554352128643267,0.4996962632853435
7,583180,"[6, 8, 10, 1, 5, 11, 2]",3776,1398,743611,976503,0.5944584382871536,0.7381203801478353,0.5886947889090149,0.5447195832364109
6,323180,"[6, 8, 10, 1, 5, 12]",3297,1327,698546,879801,0.5190491183879093,0.7006335797254488,0.5530181640847658,0.4907766121056234
7,583180,"[6, 8, 10, 1, 5, 12, 2]",3772,1398,743448,976503,0.5938287153652393,0.7381203801478353,0.5885657466401509,0.5447195832364109
6,383180,"[6, 8, 10, 1, 5, 2]",3680,1386,741954,959805,0.5793450881612091,0.7317845828933475,0.5873829911206252,0.5354049906536112
6,518180,"[6, 8, 10, 1, 5, 9]",3635,1403,745047,983503,0.5722607052896725,0.7407602956705386,0.5898316275475952,0.5486243711199656
6,440700,"[6, 8, 10, 1, 3, 11]",3183,1348,705881,907878,0.5011020151133502,0.7117212249208026,0.5588250661836421,0.5064387163065616
7,640700,"[6, 8, 10, 1, 3, 11, 12]",3275,1358,707276,921403,0.5155856423173804,0.7170010559662091,0.5599294463374163,0.5139833243244298
6,440700,"[6, 8, 10, 1, 3, 12]",3179,1347,705635,906531,0.5004722921914357,0.7111932418162619,0.5586303152748047,0.5056873235523975
6,500700,"[6, 8, 10, 1, 3, 2]",3562,1398,745639,976503,0.5607682619647355,0.7381203801478353,0.5903002964013832,0.5447195832364109
6,635700,"[6, 8, 10, 1, 3, 9]",3517,1421,748725,1008910,0.5536838790931989,0.7502639915522703,0.5927433911358253,0.5627970776567479
6,697700,"[6, 8, 10, 1, 2, 9]",3305,1437,733839,1031766,0.520308564231738,0.7587117212249208,0.5809585861400687,0.5755467679233948
6,330780,"[6, 8, 10, 4, 5, 3]",3731,1306,668799,852165,0.5873740554156172,0.689545934530095,0.5294683458522806,0.4753605095413492
7,530780,"[6, 8, 10, 4, 5, 3, 11]",3827,1317,670625,866586,0.6024874055415617,0.6953537486800423,0.530913935931701,0.4834049304083125
7,530780,"[6, 8, 10, 4, 5, 3, 12]",3823,1315,670172,863955,0.6018576826196473,0.694297782470961,0.5305553092581099,0.4819372879909364
7,590780,"[6, 8, 10, 4, 5, 3, 2]",4206,1367,710039,933661,0.6621536523929471,0.721752903907075,0.5621168315452139,0.5208211657353747
7,532780,"[6, 8, 10, 4, 5, 11, 12]",3232,1289,619542,830116,0.5088161209068011,0.6805702217529039,0.4904730388741814,0.4630609855349922
