subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS
0,0,[],0,0,0,0
1,3000,[11],114,114,6441,6441
2,17250,"[11, 9]",247,210,14553,21945
4,161250,"[11, 9, 3, 10]",591,390,42597,75855
3,81250,"[11, 9, 3]",471,345,37032,59340
5,260250,"[11, 9, 3, 10, 4]",786,453,56871,102378
6,402650,"[11, 9, 3, 10, 4, 6]",960,467,64546,108811
6,535448,"[11, 9, 3, 10, 4, 0]",1307,745,179148,277140
6,500250,"[11, 9, 3, 10, 4, 1]",1075,506,84332,127765
6,420500,"[11, 9, 3, 10, 4, 2]",1041,488,76663,118828
7,562900,"[11, 9, 3, 10, 4, 6, 2]",1215,494,82742,121771
6,543650,"[11, 9, 3, 10, 6, 1]",1054,504,81126,126756
5,401250,"[11, 9, 3, 10, 1]",880,490,74353,119805
6,578848,"[11, 9, 3, 10, 6, 0]",1286,739,176104,272691
5,303650,"[11, 9, 3, 10, 6]",765,422,51641,88831
5,491250,"[11, 9, 3, 10, 8]",725,431,49385,92665
4,180250,"[11, 9, 3, 4]",666,425,51958,90100
6,590250,"[11, 9, 3, 10, 4, 8]",920,479,63169,114481
6,463900,"[11, 9, 3, 10, 6, 2]",1020,474,73350,112101
5,436448,"[11, 9, 3, 10, 0]",1112,723,168931,261003
5,601250,"[11, 9, 3, 10, 12]",704,426,47709,90525
6,561500,"[11, 9, 3, 10, 2, 1]",1135,512,90324,130816
5,321500,"[11, 9, 3, 10, 2]",846,460,66142,105570
6,580500,"[11, 9, 3, 4, 2, 1]",1210,512,94436,130816
4,223650,"[11, 9, 3, 6]",645,390,46766,75855
5,322650,"[11, 9, 3, 4, 6]",840,448,60255,100128
6,562650,"[11, 9, 3, 4, 6, 1]",1129,505,86440,127260
5,340500,"[11, 9, 3, 4, 2]",921,477,72976,113526
5,420250,"[11, 9, 3, 4, 1]",955,495,80202,122265
6,482900,"[11, 9, 3, 4, 6, 2]",1095,487,79613,118341
6,596698,"[11, 9, 3, 10, 2, 0]",1367,752,186967,282376
6,597848,"[11, 9, 3, 4, 6, 0]",1361,744,181754,276396
5,510250,"[11, 9, 3, 4, 8]",800,459,58464,105111
5,455448,"[11, 9, 3, 4, 0]",1187,734,175092,269011
5,571500,"[11, 9, 3, 2, 8]",860,476,68316,113050
5,481500,"[11, 9, 3, 2, 1]",1015,503,86772,126253
5,516698,"[11, 9, 3, 2, 0]",1247,747,183536,278631
5,596448,"[11, 9, 3, 1, 0]",1281,747,185395,278631
4,564986,"[11, 9, 3, 7]",638,429,49152,91806
4,521250,"[11, 9, 3, 12]",584,391,42257,76245
4,564986,"[11, 9, 3, 5]",648,428,50441,91378
4,241500,"[11, 9, 3, 2]",726,443,61952,97903
4,321250,"[11, 9, 3, 1]",760,469,69614,109746
4,411250,"[11, 9, 3, 8]",605,397,44042,78606
5,463650,"[11, 9, 3, 6, 1]",934,489,76991,119316
5,553650,"[11, 9, 3, 6, 8]",779,427,53117,90951
5,383900,"[11, 9, 3, 6, 2]",900,462,69776,106491
4,356448,"[11, 9, 3, 0]",992,702,164294,246051
3,97250,"[11, 9, 10]",367,279,20838,38781
5,498848,"[11, 9, 3, 6, 0]",1166,722,172043,260281
5,436250,"[11, 9, 10, 4, 1]",851,475,70544,112575
4,196250,"[11, 9, 10, 4]",562,375,37258,70125
4,239650,"[11, 9, 10, 6]",541,343,32192,58653
5,338650,"[11, 9, 10, 4, 6]",736,409,47037,83436
5,356500,"[11, 9, 10, 4, 2]",817,452,61781,101926
5,526250,"[11, 9, 10, 4, 8]",696,423,44639,89253
4,257500,"[11, 9, 10, 2]",622,408,49542,83028
5,569650,"[11, 9, 10, 6, 8]",675,391,39374,76245
5,479650,"[11, 9, 10, 6, 1]",830,475,67518,112575
5,471448,"[11, 9, 10, 4, 0]",1083,717,165306,256686
5,497500,"[11, 9, 10, 2, 1]",911,492,78871,120786
