subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS
0,0,[],0,0,0,0
1,20000,[5],14,14,91,91
2,40000,"[5, 7]",25,23,145,253
2,40000,"[5, 8]",25,21,140,210
2,45000,"[5, 9]",23,21,126,210
1,20000,[7],11,11,55,55
2,45000,"[5, 4]",31,25,212,300
2,40000,"[7, 8]",22,21,110,210
2,45000,"[7, 4]",28,24,185,276
2,45000,"[7, 9]",20,18,90,153
1,20000,[8],11,11,55,55
1,50000,[6],13,13,78,78
2,45000,"[8, 4]",28,25,188,300
1,25000,[4],17,17,136,136
2,45000,"[8, 9]",20,18,90,153
1,25000,[9],9,9,36,36
2,50000,"[4, 9]",26,23,169,253
1,50000,[0],50,50,1225,1225
1,50000,[2],24,24,276,276
1,50000,[3],19,19,171,171
1,50000,[1],48,48,1128,1128
