subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS
0,0,[],0,0,0,0
1,3000,[12],109,109,5886,5886
2,16000,"[12, 10]",317,313,27408,48828
3,31000,"[12, 10, 9]",568,497,57652,123256
5,110600,"[12, 10, 9, 8, 6]",1140,807,129169,325221
7,310600,"[12, 10, 9, 8, 6, 3, 11]",1672,961,183545,461280
6,160600,"[12, 10, 9, 8, 6, 3]",1480,901,169189,405450
7,223000,"[12, 10, 9, 8, 6, 3, 2]",1825,1006,212205,505515
7,313000,"[12, 10, 9, 8, 6, 2, 4]",1816,1049,221059,549676
4,62600,"[12, 10, 9, 8]",828,659,87900,216811
8,363000,"[12, 10, 9, 8, 6, 3, 2, 4]",2156,1091,252993,594595
8,402400,"[12, 10, 9, 8, 6, 3, 2, 5]",2149,1109,253529,614386
7,420600,"[12, 10, 9, 8, 6, 11, 0]",2252,1310,526717,857395
8,373000,"[12, 10, 9, 8, 6, 3, 2, 11]",2017,1055,225831,555985
7,430000,"[12, 10, 9, 8, 6, 4, 5]",1795,1061,219790,562330
8,450600,"[12, 10, 9, 8, 6, 3, 4, 11]",2003,1070,228217,571915
7,320600,"[12, 10, 9, 8, 6, 3, 0]",2400,1320,543675,870540
6,250600,"[12, 10, 9, 8, 6, 4]",1471,961,178324,461280
7,323000,"[12, 10, 9, 8, 6, 2, 11]",1677,1019,192714,518671
8,383000,"[12, 10, 9, 8, 6, 3, 2, 0]",2745,1356,574852,918690
7,300600,"[12, 10, 9, 8, 6, 3, 4]",1811,1026,214703,525825
6,260600,"[12, 10, 9, 8, 6, 11]",1332,904,145711,408156
7,400600,"[12, 10, 9, 8, 6, 4, 11]",1663,1031,193922,530965
7,352400,"[12, 10, 9, 8, 6, 2, 5]",1809,1072,221370,574056
7,333000,"[12, 10, 9, 8, 6, 2, 0]",2405,1341,553689,898470
7,410600,"[12, 10, 9, 8, 6, 4, 0]",2391,1365,554480,930930
6,173000,"[12, 10, 9, 8, 6, 2]",1485,944,177084,445096
7,340000,"[12, 10, 9, 8, 6, 3, 5]",1804,1024,212406,523776
5,112600,"[12, 10, 9, 8, 3]",1168,831,139212,344865
6,290000,"[12, 10, 9, 8, 6, 5]",1464,961,175503,461280
6,435600,"[12, 10, 9, 8, 6, 1]",1869,1145,363978,654940
6,270600,"[12, 10, 9, 8, 6, 0]",2060,1291,518573,832695
7,440000,"[12, 10, 9, 8, 6, 11, 5]",1656,1023,190672,522753
7,450000,"[12, 10, 9, 8, 6, 0, 5]",2384,1345,551060,903840
6,175000,"[12, 10, 9, 8, 3, 2]",1513,966,187448,466095
7,442000,"[12, 10, 9, 8, 3, 11, 5]",1684,1029,198153,528906
5,125000,"[12, 10, 9, 8, 2]",1173,864,143105,372816
5,202600,"[12, 10, 9, 8, 4]",1159,875,140280,382375
6,292000,"[12, 10, 9, 8, 3, 5]",1492,977,184359,476776
6,252600,"[12, 10, 9, 8, 3, 4]",1499,985,187213,484620
6,262600,"[12, 10, 9, 8, 3, 11]",1360,901,154090,405450
6,437600,"[12, 10, 9, 8, 3, 1]",1897,1162,372372,674541
6,304400,"[12, 10, 9, 8, 2, 5]",1497,1015,189685,514605
6,265000,"[12, 10, 9, 8, 2, 4]",1504,1004,189841,503506
6,450000,"[12, 10, 9, 8, 2, 1]",1902,1180,373474,695610
7,325000,"[12, 10, 9, 8, 3, 2, 11]",1705,1023,201501,522753
7,354400,"[12, 10, 9, 8, 3, 2, 5]",1837,1081,230452,583740
6,275000,"[12, 10, 9, 8, 2, 11]",1365,954,159267,454581
6,352600,"[12, 10, 9, 8, 4, 11]",1351,962,156515,462241
7,402600,"[12, 10, 9, 8, 3, 4, 11]",1691,1034,201234,534061
7,315000,"[12, 10, 9, 8, 3, 2, 4]",1844,1067,230350,568711
6,272600,"[12, 10, 9, 8, 3, 0]",2088,1285,521848,824970
6,285000,"[12, 10, 9, 8, 2, 0]",2093,1319,530181,869221
7,432000,"[12, 10, 9, 8, 3, 4, 5]",1823,1075,227492,577275
7,454400,"[12, 10, 9, 8, 2, 11, 5]",1689,1074,204529,576201
7,415000,"[12, 10, 9, 8, 2, 4, 11]",1696,1071,205099,572985
7,412600,"[12, 10, 9, 8, 3, 4, 0]",2419,1365,557281,930930
6,362600,"[12, 10, 9, 8, 4, 0]",2079,1332,527193,886446
7,444400,"[12, 10, 9, 8, 2, 4, 5]",1828,1104,231614,608856
7,335000,"[12, 10, 9, 8, 3, 2, 0]",2433,1341,557566,898470
7,422600,"[12, 10, 9, 8, 3, 11, 0]",2280,1300,529282,844350
7,452000,"[12, 10, 9, 8, 3, 0, 5]",2412,1347,553771,906531
7,425000,"[12, 10, 9, 8, 2, 4, 0]",2424,1386,564361,959805
7,435000,"[12, 10, 9, 8, 2, 11, 0]",2285,1338,538084,894453
6,382000,"[12, 10, 9, 8, 4, 5]",1483,998,184040,497503
5,212600,"[12, 10, 9, 8, 11]",1020,778,105094,302253
7,458400,"[12, 10, 9, 6, 3, 11, 5]",1736,1014,203215,513591
4,79000,"[12, 10, 9, 6]",880,699,102572,243951
5,222600,"[12, 10, 9, 8, 0]",1748,1228,488725,753378
6,372600,"[12, 10, 9, 8, 11, 0]",1940,1257,497342,789396
5,242000,"[12, 10, 9, 8, 5]",1152,855,136838,365085
6,392000,"[12, 10, 9, 8, 11, 5]",1344,931,152623,432915
5,387600,"[12, 10, 9, 8, 1]",1557,1085,333862,588070
5,129000,"[12, 10, 9, 6, 3]",1220,817,144770,333336
6,402000,"[12, 10, 9, 8, 0, 5]",2072,1309,523521,856086
5,141400,"[12, 10, 9, 6, 2]",1225,851,151257,361675
6,191400,"[12, 10, 9, 6, 3, 2]",1565,929,188376,431056
6,269000,"[12, 10, 9, 6, 3, 4]",1551,952,190676,452676
6,279000,"[12, 10, 9, 6, 3, 11]",1412,887,159625,392941
