subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
0,0,[],0,0,0,0,0.0,0.0,0.0,0.0
1,6000,[6],447,447,99681,99681,0.07037153652392947,0.23600844772967264,0.07891449326763525,0.055604737288660326
2,12900,"[6, 8]",924,701,188454,245350,0.14546599496221663,0.37011615628299893,0.14919344623608244,0.13686281531859443
3,27300,"[6, 8, 10]",1387,739,226325,272691,0.21835642317380352,0.3901795142555438,0.17917479448237425,0.15211435896491882
4,42700,"[6, 8, 10, 1]",2400,1262,636386,795691,0.3778337531486146,0.6663146779303062,0.5038079344370274,0.4438577965505104
5,67700,"[6, 8, 10, 1, 4]",3252,1330,724139,883785,0.5119647355163728,0.7022175290390708,0.5732793836371236,0.4929989942382066
6,117500,"[6, 8, 10, 1, 4, 0]",4385,1817,1181138,1649836,0.6903337531486146,0.9593453009503696,0.9350719470024194,0.9203228032360651
7,197980,"[6, 8, 10, 1, 4, 0, 5]",5190,1832,1212007,1677196,0.8170654911838791,0.9672650475184794,0.9595100193800904,0.9355849455923592
8,395980,"[6, 8, 10, 1, 4, 0, 5, 3]",5877,1851,1239958,1712175,0.9252204030226701,0.9772967265047519,0.981637997643989,0.9550971706464823
9,595980,"[6, 8, 10, 1, 4, 0, 5, 3, 11]",5973,1859,1241144,1727011,0.9403337531486146,0.981520591341077,0.9825769186922872,0.9633730896522563
9,595980,"[6, 8, 10, 1, 4, 0, 5, 3, 12]",5969,1855,1240766,1719585,0.9397040302267002,0.9794086589229145,0.9822776672957807,0.9592306675346453
9,655980,"[6, 8, 10, 1, 4, 0, 5, 3, 2]",6352,1875,1263152,1756875,1.0,0.9899683210137276,1.0,0.980032030417182
8,397980,"[6, 8, 10, 1, 4, 0, 5, 11]",5286,1840,1213240,1691880,0.8321788413098237,0.9714889123548046,0.9604861489353617,0.943776074918376
9,597980,"[6, 8, 10, 1, 4, 0, 5, 11, 12]",5378,1846,1214167,1702935,0.8466624685138538,0.9746568109820486,0.9612200273601277,0.94994285064019
9,657980,"[6, 8, 10, 1, 4, 0, 5, 11, 2]",5761,1870,1238876,1747515,0.9069584382871536,0.9873284054910243,0.9807814103132482,0.9748107711900287
8,397980,"[6, 8, 10, 1, 4, 0, 5, 12]",5282,1838,1212937,1688203,0.8315491183879093,0.9704329461457233,0.9602462728159398,0.9417249456258288
9,657980,"[6, 8, 10, 1, 4, 0, 5, 12, 2]",5757,1868,1238583,1743778,0.9063287153652393,0.986272439281943,0.9805494508974375,0.972726172287051
8,457980,"[6, 8, 10, 1, 4, 0, 5, 2]",5665,1862,1237669,1732591,0.8918450881612091,0.9831045406546991,0.9798258641873662,0.96648576342229
8,537980,"[6, 8, 10, 1, 4, 0, 5, 7]",5872,1852,1256817,1714026,0.924433249370277,0.9778247096092925,0.9949847682622519,0.9561297081282623
8,592980,"[6, 8, 10, 1, 4, 0, 5, 9]",5620,1886,1250758,1777555,0.8847607052896725,0.9957761351636748,0.9901880375441752,0.9915678894788837
7,315500,"[6, 8, 10, 1, 4, 0, 3]",5072,1843,1217882,1697403,0.7984886649874056,0.9730728616684267,0.9641610827517195,0.9468569525585007
8,515500,"[6, 8, 10, 1, 4, 0, 3, 11]",5168,1851,1219096,1712175,0.8136020151133502,0.9772967265047519,0.9651221705701293,0.9550971706464823
8,515500,"[6, 8, 10, 1, 4, 0, 3, 12]",5164,1848,1218756,1706628,0.8129722921914357,0.9757127771911299,0.9648530026473456,0.9520029051621853
8,575500,"[6, 8, 10, 1, 4, 0, 3, 2]",5547,1868,1241952,1743778,0.8732682619647355,0.986272439281943,0.983216588344079,0.972726172287051
8,655500,"[6, 8, 10, 1, 4, 0, 3, 7]",5754,1864,1263125,1736316,0.9058564231738035,0.9841605068637803,0.9999786249002496,0.9685636684031816
7,317500,"[6, 8, 10, 1, 4, 0, 11]",4481,1825,1182399,1664400,0.7054471032745592,0.9635691657866948,0.9360702433278022,0.928446993341221
8,517500,"[6, 8, 10, 1, 4, 0, 11, 12]",4573,1832,1183392,1677196,0.7199307304785895,0.9672650475184794,0.9368563719964027,0.9355849455923592
8,577500,"[6, 8, 10, 1, 4, 0, 11, 2]",4956,1857,1209296,1723296,0.7802267002518891,0.9804646251319957,0.9573638010310714,0.9613007629397697
8,657500,"[6, 8, 10, 1, 4, 0, 11, 7]",5163,1847,1227836,1704781,0.8128148614609572,0.9751847940865892,0.9720413695263911,0.9509725989877674
7,317500,"[6, 8, 10, 1, 4, 0, 12]",4477,1824,1182134,1662576,0.7048173803526449,0.9630411826821542,0.9358604506821032,0.9274295171841347
8,577500,"[6, 8, 10, 1, 4, 0, 12, 2]",4952,1856,1209041,1721440,0.7795969773299748,0.9799366420274551,0.9571619250889838,0.9602654363237872
8,657500,"[6, 8, 10, 1, 4, 0, 12, 7]",5159,1846,1227570,1702935,0.8121851385390428,0.9746568109820486,0.971830785210331,0.94994285064019
7,377500,"[6, 8, 10, 1, 4, 0, 2]",4860,1849,1208061,1708476,0.7651133501259446,0.9762407602956705,0.956386088135078,0.9530337691634438
7,457500,"[6, 8, 10, 1, 4, 0, 7]",5067,1839,1226576,1690041,0.7977015113350125,0.970960929250264,0.9710438648713694,0.9427502313586821
7,512500,"[6, 8, 10, 1, 4, 0, 9]",4815,1878,1221675,1762503,0.758028967254408,0.9915522703273495,0.9671638884314794,0.98317147987556
6,148180,"[6, 8, 10, 1, 4, 5]",4057,1347,758117,906531,0.6386964735516373,0.7111932418162619,0.6001787591675428,0.5056873235523975
7,346180,"[6, 8, 10, 1, 4, 5, 3]",4744,1375,791942,944625,0.7468513853904282,0.7259767687434002,0.6269570091327092,0.5269371792147025
8,546180,"[6, 8, 10, 1, 4, 5, 3, 11]",4840,1385,793355,958420,0.7619647355163728,0.7312565997888067,0.6280756393529836,0.534632400479508
8,546180,"[6, 8, 10, 1, 4, 5, 3, 12]",4836,1381,792983,952890,0.7613350125944585,0.7291446673706441,0.6277811379786439,0.5315476180514996
8,606180,"[6, 8, 10, 1, 4, 5, 3, 2]",5219,1423,827011,1011753,0.8216309823677582,0.7513199577613516,0.6547200970271194,0.5643829793643117
8,686180,"[6, 8, 10, 1, 4, 5, 3, 7]",5426,1833,1006179,1679028,0.8542191435768262,0.96779303062302,0.796562092289764,0.9366068843641694
7,348180,"[6, 8, 10, 1, 4, 5, 11]",4153,1357,759577,920046,0.6538098236775819,0.7164730728616684,0.6013345978947902,0.5132263533018607
8,548180,"[6, 8, 10, 1, 4, 5, 11, 12]",4245,1365,760737,930930,0.6682934508816121,0.7206969376979937,0.6022529355136991,0.5192977406339478
8,608180,"[6, 8, 10, 1, 4, 5, 11, 2]",4628,1415,797971,1000405,0.7285894206549118,0.7470960929250264,0.6317299897399521,0.5580527603782289
8,688180,"[6, 8, 10, 1, 4, 5, 11, 7]",4835,1816,973940,1648020,0.7611775818639799,0.9588173178458289,0.7710394315173471,0.9193097896937028
7,348180,"[6, 8, 10, 1, 4, 5, 12]",4149,1355,759280,917335,0.6531801007556675,0.7154171066525871,0.6010994717975351,0.511714084737244
8,608180,"[6, 8, 10, 1, 4, 5, 12, 2]",4624,1413,797684,997578,0.7279596977329975,0.7460401267159451,0.6315027803463082,0.5564757839001133
8,688180,"[6, 8, 10, 1, 4, 5, 12, 7]",4831,1814,973651,1644391,0.7605478589420654,0.9577613516367476,0.770810638782981,0.9172854360895
7,408180,"[6, 8, 10, 1, 4, 5, 2]",4532,1405,796537,986310,0.7134760705289672,0.7418162618796198,0.630594734442094,0.5501901910612711
7,488180,"[6, 8, 10, 1, 4, 5, 7]",4739,1806,972492,1629915,0.7460642317380353,0.9535374868004224,0.7698930928344332,0.9092103347463087
7,543180,"[6, 8, 10, 1, 4, 5, 9]",4487,1421,802186,1008910,0.7063916876574308,0.7502639915522703,0.6350668803121081,0.5627970776567479
6,265700,"[6, 8, 10, 1, 4, 3]",3939,1366,768019,932295,0.6201196473551638,0.7212249208025343,0.6080178790834357,0.520059174271241
7,465700,"[6, 8, 10, 1, 4, 3, 11]",4035,1376,769485,946000,0.6352329974811083,0.7265047518479408,0.6091784678328499,0.5277041911204008
8,665700,"[6, 8, 10, 1, 4, 3, 11, 12]",4127,1383,770597,955653,0.6497166246851386,0.7302006335797254,0.6100588052744246,0.5330888936118228
7,465700,"[6, 8, 10, 1, 4, 3, 12]",4031,1373,769131,941878,0.634603274559194,0.7249208025343189,0.6088982165250104,0.5254048288838276
7,525700,"[6, 8, 10, 1, 4, 3, 2]",4414,1415,804001,1000405,0.6948992443324937,0.7470960929250264,0.6365037620175561,0.5580527603782289
7,605700,"[6, 8, 10, 1, 4, 3, 7]",4621,1826,982917,1666225,0.7274874055415617,0.9640971488912354,0.7781462563491963,0.9294650273251478
7,660700,"[6, 8, 10, 1, 4, 3, 9]",4369,1434,809010,1027461,0.6878148614609572,0.7571277719112989,0.640469238856448,0.5731453233750086
6,267700,"[6, 8, 10, 1, 4, 11]",3348,1340,725652,897130,0.5270780856423174,0.7074973600844773,0.5744771808935109,0.5004431934247835
7,467700,"[6, 8, 10, 1, 4, 11, 12]",3440,1349,726883,909226,0.5415617128463476,0.7122492080253432,0.5754517271080598,0.5071906668875661
7,527700,"[6, 8, 10, 1, 4, 11, 2]",3823,1401,765588,980700,0.6018576826196473,0.7397043294614573,0.6060933284355327,0.5470607824860223
7,607700,"[6, 8, 10, 1, 4, 11, 7]",4030,1801,940890,1620900,0.6344458438287154,0.9508975712777191,0.7448747260820551,0.9041815257791307
