subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS
0,0,[],0,0,0,0
1,3000,[0],280,280,39060,39060
2,49500,"[0, 4]",421,303,42027,45753
3,147700,"[0, 4, 1]",594,375,52289,70125
2,101200,"[0, 1]",453,359,49567,64261
1,46500,[4],141,141,9870,9870
3,188045,"[0, 4, 2]",581,319,44736,50721
2,141545,"[0, 2]",440,301,42189,45150
2,227000,"[0, 3]",423,330,44935,54285
3,239745,"[0, 1, 2]",613,378,52591,71253
2,144700,"[4, 1]",314,275,24007,37675
1,98200,[1],173,173,14878,14878
1,224000,[3],143,143,10153,10153
2,185045,"[4, 2]",301,214,18849,22791
1,138545,[2],160,160,12720,12720
2,236745,"[1, 2]",333,279,26167,38781
